,Unnamed: 0,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet
91,91,BannerView,"The desperate attempt to make $BTC number go up continues as ARK Investment is raising capital to fund direct Bitcoin purchases.  https://t.co/e4h3vgqx7S

If Bitcoin goes down, so do a bunch of companies all interconnected with $ARKK squarely in the middle.

This ponzi runs deep.",2021-05-24 19:02:16+00:00,3222,22,32,203,desperate attempt make btc number go continue investment raise capital fund direct bitcoin purchase bitcoin go bunch company interconnect arkk squarely middle ponzi run deep
92,92,squawksquare,BREAKING: Pete Najarian buys ARKK calls. Interesting. $TSLA,2021-05-24 16:18:52+00:00,25741,10,21,324,break pete najarian buy arkk call interest tsla
93,93,saxena_puru,"$ARKK -

After 3.5 weeks, the short-term trend has flipped to UP",2021-05-24 13:47:10+00:00,221707,82,57,1175,arkk week short term trend flip
94,94,jam_croissant,"1/x If I told you that crypto was going to lose half of its value, Taiwan’s market would have an -8%+ day, ARKK would be imploding, &amp; the NDX was dramatically underperforming, that broad market indices were losing momentum &amp; breadth and were technically  https://t.co/nFNgTZFhY3",2021-05-24 06:44:29+00:00,61138,21,48,381,x tell crypto go lose half value taiwan market would day arkk would implode amp ndx dramatically underperform broad market index lose momentum amp breadth technically
95,95,EliteOptions2,"Elite Options Watchlist 💡

$TSLA 5/28 640C over 605 | Target 🎯: 659 | SL: 595 
$BA 5/28 245C over 241     | Target 🎯: 249 | SL: 238
$ARKK 6/25 110C over 106 | Target 🎯: 119 | SL: 99
$SNOW 5/28 250C over 241 | Target 🎯: 265 | SL: 235",2021-05-24 00:00:29+00:00,82097,18,39,445,elite option watchlist tsla 640c target sl ba 245c target sl arkk 110c target sl snow 250c target sl
96,96,mark_ungewitter,Is modern $ARKK replicating ancient $QQQ? https://t.co/V4C6PAPX18,2021-05-21 11:14:50+00:00,6697,49,89,463,modern arkk replicate ancient qqq
97,97,saxena_puru,"Trend following is *not* rocket science - anybody can set up their own indicators and FOLLOW the price trends. 

Based on my indicators, $ARKK primary trend is still DOWN (price on shaded area) but the short-term trend is about to flip to UP (blue dashed line &gt; black line). https://t.co/B7XlNKNcka",2021-05-21 01:44:22+00:00,221707,43,27,462,trend follow rocket science anybody set indicator follow price trend base indicator arkk primary trend still price shade area short term trend flip blue dash line gt black line
98,98,saxena_puru,"Many growth stocks have started building bases.

If there is no nasty sell-off on Friday, based on my trend following indicators, $ARKK short-term trend will likely flip to UP.",2021-05-21 01:33:03+00:00,221707,68,77,1169,many growth stock start build base nasty sell friday base trend follow indicator arkk short term trend likely flip
99,99,PeterTrader99,"Basically flat for

5 months $PYPL $ROKU $SNAP $TWTR
6mo $TSLA $SQ $NIO $ARKK
7mo $PINS $TWLO
8mo $AAPL $NVDA $PTON $TTD
9mo $AMZN $CRM $SHOP $ZM
10mo $AMD $DOCU $NFLX
12mo $FSLY

3 yrs $BABA $IQ
4 yrs $BA
7 yrs $BIDU
11 yrs $IBM
22 yrs $CSCO $INTC $PFE
25 yrs $GE $F

😜😜😜😜😜",2021-05-20 22:13:45+00:00,12692,16,46,266,basically flat month pypl roku snap twtr 6mo tsla sq nio arkk 7mo pin twlo 8mo aapl nvda pton ttd 9mo amzn crm shop zm 10mo amd docu nflx 12mo fsly yr baba iq yr ba yr bidu yr ibm yr csco intc pfe yr ge f
101,101,iamtomnash,"Following yesterday’s buys, $PLTR is now the 14th biggest company in ARKK and the 19th biggest in ARKW. That’s extra impressive considering ARK had 0 shares of Palantir 6 months ago...",2021-05-20 06:12:26+00:00,27389,10,22,232,follow yesterday buy pltr 14th big company arkk 19th big arkw extra impressive consider share palantir month ago
102,102,saxena_puru,"More volatility in high growth stocks - based on my trend following indicators, both the primary and short-term trends for $ARKK are still DOWN.",2021-05-19 22:46:16+00:00,221707,55,19,520,volatility high growth stock base trend follow indicator primary short term trend arkk still
104,104,TESLAcharts,"So in 2021 it's ok to go on Bloomberg TV, promise a 300% return over the next five years, and brag about how that would represent a 30% CAGR?

$ARKK",2021-05-19 15:30:00+00:00,46228,14,18,220,ok go bloomberg tv promise return next five year brag would represent cagr arkk
106,106,NorthmanTrader,"Price performances over the past 3 months since  February 19, which I consider the speculative peak:

$RUT -2.3%
#Bitcoin -32%
$ARKK -31%
$SPAC -30%
$GLD +4.8% https://t.co/s10uxABm7L",2021-05-19 07:00:10+00:00,305825,20,37,247,price performance past month since february consider speculative peak rut arkk spac gld
108,108,NorthmanTrader,"In 2000 the tech bubble popped in March. 
The larger market was in denial for 6 months after.

Updated observation:
Since February 19, 3 months ago, price performances:
$RUT -1.67%
$NDX -1.38%
$GLD +3.4%
#BTC -18.53%
$ARKK -31.65%
$SPAK -32.49% https://t.co/y5LHSXMIdI https://t.co/I03KvGhIKy",2021-05-16 17:46:36+00:00,305827,14,46,288,tech bubble pop march large market denial month update observation since february month ago price performance rut ndx gld arkk spak
110,110,Pedro_Capital,My brother and I have taken our short position off after $ARKK bounced off the 50% Fettuccine Alfredo level. https://t.co/xopoVbiggj,2021-05-15 15:22:02+00:00,3422,22,7,306,brother take short position arkk bounce fettuccine alfredo level
111,111,saxena_puru,"$ARKK (daily) - Note how selling stopped right on the 50% Fibonacci level - not a coincidence! 

Now we wait to see whether this is a relief rally (before price heads even lower towards the 61.8% Fibonacci level) or the bottoming process has begun. 

Trend is still DOWN. https://t.co/YTJDAc0iKy",2021-05-14 22:04:12+00:00,221708,60,59,603,arkk daily note sell stop right fibonacci level coincidence wait see whether relief rally price head even low towards fibonacci level bottom process begin trend still
112,112,GerberKawasaki,Stocks strengthen into the close. Nice set up for the end of the week. Added some $arkF $arkK to my personal IRA.,2021-05-14 18:49:31+00:00,175348,18,11,267,stock strengthen close nice set end week add arkf arkk personal ira
113,113,zerohedge,Nomura: hedge funds are pressing downside plays in ARKK.,2021-05-14 14:52:40+00:00,1102330,24,29,228,nomura hedge fund press downside play arkk
114,114,saxena_puru,"Following yesterday's bounce off 50% Fibonacci level, $ARKK strong start out of the gate. 

Too early to know if the selling has exhausted itself or this is a relief rally before another leg down.  

My trend following indicators still flashing DOWNTREND.",2021-05-14 14:45:52+00:00,221708,102,21,767,follow yesterday bounce fibonacci level arkk strong start gate early know sell exhaust relief rally another leg trend follow indicator still flash downtrend
115,115,LongShortTrader,"Jim Cramer on $ARKK:

At 150/share: ""Legendary Cathie Wood""

At 100/share:  ""Why 
jimcramer prefers individual stocks vs. Cathie Wood's ETFs""

#BuyHighSellLow",2021-05-14 13:31:59+00:00,32781,28,16,369,jim cramer arkk share legendary cathie wood share jimcramer prefer individual stock v cathie wood etf
116,116,saxena_puru,"$ARKK - Updated chart

Heavy selling (price broke &lt; Tuesday's low) but 50% Fib level touched today. 

Now, we wait to see whether this will provide support or if  lower Fib level will come into play. https://t.co/hFCmQJJMiG",2021-05-13 22:15:59+00:00,221708,42,24,327,arkk update chart heavy sell price break lt tuesday low fib level touch today wait see whether provide support low fib level come play
118,118,pineconemacro,"For those new to charts - this is a bad one...
$ARKK https://t.co/iTC1VGeQwq",2021-05-13 17:50:53+00:00,18096,22,45,387,new chart bad one arkk
119,119,markminervini,Narrow Dow rally; NASDAQ and Russell bounce anemic. $ARKK flirting w/ new low -38% from the highs. Names like $DKNG and $FVRR down 40-50%. Past leader $PLUG is down a whopping 74%. Many stocks down +30%. Pundits screaming buying opportunity! Not impressed. Still holding cash! https://t.co/hcknyGTPyF,2021-05-13 17:17:37+00:00,315564,34,49,704,narrow dow rally nasdaq russell bounce anemic arkk flirt w new low high name like dkng fvrr past leader plug whop many stock pundit scream buy opportunity impress still hold cash
120,120,TESLAcharts,"Since around the time Bill Hwang got in trouble, $ARKK is under performing $QQQ by 30%.

Seems like a lot. And not a coincidence. https://t.co/Vis423k6p2",2021-05-13 16:30:48+00:00,46228,14,38,295,since around time bill hwang get trouble arkk perform qqq seem like lot coincidence
122,122,realwillmeade,"Hedge fund playbook
Someone is gunning to take down $ARKK put volume is insane again today. Hedge funds then short names where ARK has a more than 5% ownership in, bc if $ARKK keeps dropping and has more redemptions ARKK has to sell these names fast
$CERS $CERS $PRLB $TWOU $MTLS",2021-05-13 15:36:41+00:00,258318,32,45,223,hedge fund playbook someone gun take arkk put volume insane today hedge fund short name ownership bc arkk keep drop redemption arkk sell name fast cer cer prlb twou mtls
123,123,tomi,"Tough decisions being made over at $ARKK headquarters (just kidding, we all know they’ll pretend this never happened) https://t.co/5iUHjxQACk",2021-05-12 23:38:32+00:00,51015,7,27,209,tough decision make arkk headquarter kid know pretend never happen
124,124,stonkmarketnews,"I got fucked by ARKK
- ARKK is owned by Cathy Wood
- Cathy is a milf
- I essentially got fucked by a milf
- Winning",2021-05-12 22:05:42+00:00,50755,17,37,442,get fuck arkk arkk own cathy wood cathy milf essentially get fuck milf win
125,125,GerberKawasaki,Everyone asking me about Cathie and Ark. let me make this clear. $arkk has averaged 33% a year since inception in 2014. Its an innovation fund. Stop harassing her over the short term results. It’s insane. She built a $50 bil company.,2021-05-12 13:47:33+00:00,175349,198,413,5316,everyone ask cathie let make clear arkk average year since inception innovation fund stop harass short term result insane build bil company
126,126,SawyerMerritt,"The reason ARK Invest didn’t buy any $TSLA today is because $TSLA is already over a 10% weight in ARKK (10.88%), ARKQ (10.88%) and ARKW (10.71%). https://t.co/IA9sIAtLBc",2021-05-12 02:20:50+00:00,75793,23,24,303,reason invest buy tsla today tsla already weight arkk arkq arkw
127,127,saxena_puru,"$ARKK (daily) - This chart shows the TREND. 

From Mar '20 until Mar '21, price was &gt; shaded area. That was a primary UPTREND (and I was long). 

Since Mar '21, price has been on the shaded area. This is a primary DOWNTREND and based on the short-term cross, I've been hedged. https://t.co/1jlXeyJNTD",2021-05-11 22:47:44+00:00,221709,46,27,304,arkk daily chart show trend mar mar price gt shade area primary uptrend long since mar price shade area primary downtrend base short term cross hedge
129,129,EricBalchunas,"Roughly 55% of $ARKK's total lifetime flows are under water now as they came in after Nov 2020, which is the level its price has fallen to. Also true is the fund is STILL up 78% over past 12mo, $QQQ 44%. Can't not add that context, sorry. Here's a quick look at the situation: https://t.co/2w7A1LovVZ",2021-05-11 12:53:52+00:00,71637,25,152,681,roughly arkk total lifetime flow water come nov level price fall also true fund still past 12mo qqq add context sorry quick look situation
130,130,FriendlyBearSA,$ARKK -- Selling Level 1 assets to mark up Level 3 Assets https://t.co/2vQIuReQYF,2021-05-11 11:54:58+00:00,7923,24,28,316,arkk sell level asset mark level asset
131,131,Mike_Taylor1972,"$ARKK liquidating only the most liquid names continues, leaving the book meaningfully unbalanced, concentrated in smallcaps - a very irresponsible and dangerous place to be. https://t.co/CmdRV5YTja",2021-05-11 07:49:04+00:00,33807,62,125,752,arkk liquidate liquid name continue leave book meaningfully unbalance concentrate smallcaps irresponsible dangerous place
133,133,QTRResearch,"The NASDAQ is 5% off all time highs

ARKK is about 33% off all time highs

What happens if the NASDAQ falls another 15%",2021-05-11 00:05:16+00:00,171464,135,68,993,nasdaq time high arkk time high happen nasdaq fall another
134,134,htsfhickey,ARKK outflows continued all last week until Friday. Anticipation of Wood's CNBC afternoon appearance drew nearly $400M into ARKK on Friday from dip buyers/lemmings. Torched today. As I said: Making sure maximum amount of money's lost...all the way down. Nowhere near capitulation https://t.co/hLNgyLaU8X,2021-05-10 20:48:30+00:00,40054,14,43,254,arkk outflow continue last week friday anticipation wood cnbc afternoon appearance draw nearly 400m arkk friday dip buyer lemming torch today say make sure maximum amount money lose way nowhere near capitulation
135,135,garyblack00,"With $ARKK ‘s $TSLA position back at 11.0% today, and ARKK performance -4%, I wouldn’t be surprised if ARKK lightens up on $TSLA today.",2021-05-10 17:35:47+00:00,85533,37,9,277,arkk tsla position back today arkk performance surprise arkk lighten tsla today
136,136,JulianMI2,"At MI2 we like to use Renko charts, because they cut out the noise. In #ARKK they tells us that today's price action is key. That's because a close below 108.00 would give us a 3rd red brick and a clean sell signal. My initial target would be 95. But I think $60 is possible! https://t.co/dpDTo16fw2",2021-05-10 16:29:59+00:00,45125,16,25,203,mi2 like use renko chart cut noise tell u today price action key close would give u 3rd red brick clean sell signal initial target would think possible
137,137,markminervini,"If you are discouraged with your performance this year, consider $ARKK hitting new lows today down 34% from the Feb. peak (bear market numbers). If one of the best in the business is having difficulty, it must not be as good as a market as the narrow Dow suggests.",2021-05-10 14:51:27+00:00,315564,53,69,859,discourage performance year consider arkk hit new low today feb peak bear market number one best business difficulty must good market narrow dow suggest
138,138,AbdullahMashat,"هبوط صندوق $ARKK والذي تديره Cathie Wood من قمته بأكثر من 32%

كاثي وود كانت نجمة عام 2020 عندما حققت عائد ~150% 

ولكن الان تعاني من ضغوط كبيرة بسبب هبوط السوق وكذلك سحب المستثمرين لاموالهم

الدرس المستفاد:
تحقيق اداء مذهل خلال عام سهل ولكن المحافظة عليه لفترة طويلة امر صعب جدا https://t.co/KI131IKWXm",2021-05-10 13:44:57+00:00,183470,18,37,201,هبوط صندوق arkk والذي تديره cathie wood من قمته بأكثر من كاثي وود كانت نجمة عام عندما حققت عائد ولكن الان تعاني من ضغوط كبيرة بسبب هبوط السوق وكذلك سحب المستثمرين لاموالهم الدرس المستفاد تحقيق اداء مذهل خلال عام سهل ولكن المحافظة عليه لفترة طويلة امر صعب جدا
140,140,BradMunchen,"$ARKK vs the Goldman Sachs Non Profitable Tech basket. 

Can't make this shit up. https://t.co/JxBAxuV3pj",2021-05-09 09:19:15+00:00,8274,8,35,275,arkk v goldman sachs non profitable tech basket make shit
141,141,saxena_puru,"Poster child of high growth stocks $ARKK

Note 5X run last year(!), blow-off top in February, initial violent decline, recent base formation (well below the high) and lowest weekly close &lt; 40wk EMA.

Despite initial crack off Feb high, weekly PMO is still very high ⚠️🚨🚩 https://t.co/9PgZYDZ6Yu",2021-05-08 23:28:09+00:00,221711,37,30,218,poster child high growth stock arkk note 5x run last year blow top february initial violent decline recent base formation well high low weekly close lt 40wk ema despite initial crack feb high weekly pmo still high
142,142,PeterTrader99,"YTD / 1 Year / 5 Years

$ARKK -13% / 88% / 506%

$SPY 12% / 44% / 106%

$QQQ 6% / 49% / 216%

$BRK.A 26% / 65% / 106%

$AAPL -3% / 68% / 475%

$ROKU -6% / 150% / 1094%

$TSLA -6% / 310% / 1519%

$AMD -14% / 48% / 2047%

Don’t judge by YTD short term performance you fuxxers 🤬🤬🤬",2021-05-08 00:02:23+00:00,12692,20,49,388,ytd year year arkk spy qqq brk aapl roku tsla amd judge ytd short term performance fuxxers
143,143,NateGeraci,"So let me get this straight...

Bill Hwang seeded 4 ARK ETFs in *2014* with a grand plan to pump stocks Cathie Wood held by forcing gamma squeezes 5+ yrs later.

Then Bill Hwang blows up his family office, yet ARKK only -12% ytd.

Yup, it all makes perfect sense. Lol.",2021-05-07 23:56:19+00:00,10535,17,24,328,let get straight bill hwang seed etf grand plan pump stock cathie wood hold force gamma squeeze yr late bill hwang blow family office yet arkk ytd yup make perfect sense lol
144,144,plantmath1,"Let’s stop pretending people like this are ignorant and just admit they are intentionally trying to create fear. 

$ARKK does not trade derivatives and is not a mutual fund. It is impossible for it to blow up. https://t.co/JPiQsNP5UI",2021-05-07 22:49:14+00:00,21539,55,10,310,let stop pretend people like ignorant admit intentionally try create fear arkk trade derivative mutual fund impossible blow
145,145,jimcramer,"i keep thinking of that great interview with Cathie Wood by @SaraEisen and @WilfredFrost and i just think ARKK is only for the most aggressive, the youngest investors who can afford to lose a lot of money before making some back",2021-05-07 21:08:53+00:00,1751807,277,31,633,keep think great interview cathie wood think arkk aggressive young investor afford lose lot money make back
146,146,INArteCarloDoss,"If you are paying close attention, the cracks in the $TSLA / $ARKK edifice are now obvious and increasingly leaky. We have Billy boy and $CS to thank.",2021-05-07 20:53:13+00:00,74463,19,19,269,pay close attention crack tsla arkk edifice obvious increasingly leaky billy boy c thank
147,147,QTRResearch,"When ARKK blows up, and people ask where the signs were, absolutely no one on CNBC will even think to look back at today's interview, wherein Cathie Wood admits Bill Hwang was the money behind ARK, disregards outflows from ARKK and says she ""loves the setup""",2021-05-07 20:30:18+00:00,171464,106,204,1733,arkk blow people ask sign absolutely one cnbc even think look back today interview wherein cathie wood admit bill hwang money behind disregard outflow arkk say love setup
149,149,FadingRallies,"$ARKK continues to get mutilated, considerably underperforming literally everything. The liquidity of this complex is illusory, as the reflexivity embedded within creates a lurking shadow convexity that is vulnerable to predatory flows. https://t.co/In8gxeJFbb",2021-05-06 19:39:11+00:00,17151,22,59,360,arkk continue get mutilate considerably underperform literally everything liquidity complex illusory reflexivity embed within create lurk shadow convexity vulnerable predatory flow
150,150,TESLAcharts,"Old enough to remember Cathie doubling down on this steaming hot garbage back at $15...

$ARKK $WKHS https://t.co/utINvVRnoK",2021-05-06 16:48:00+00:00,46228,15,8,214,old enough remember cathie double steam hot garbage back arkk wkhs
151,151,markminervini,Dow right near all-time highs while $ARKK is near correction lows down 32% really highlights the bifurcated nature of this market.,2021-05-06 13:43:11+00:00,315565,19,35,471,dow right near time high arkk near correction low really highlight bifurcate nature market
152,152,HikComH,"""POR QUE FEZ EU FALAR ISSO? SEU PÚBLICO é TÓXICO porque SEU CONTEÚDO não muda e não tem prospecto pro YT. PENSE, WILSON. VOCÊ tem que atacar o YT SEMPRE como um mercado. VOCÊ VIVE pro seu self-improvement. TUDO que você CRIAR vai sumir. O QUE VOCÊ VAI TER DEPOIS DE 50 ANOS???"" https://t.co/32VklXEZeu",2021-05-06 05:59:26+00:00,267,21,180,1287,por que fez eu falar isso seu público é tóxico porque seu conteúdo não muda e não tem prospecto pro yt pense wilson você tem que atacar yt sempre como um mercado você vive pro seu self improvement tudo que você criar vai sumir que você vai ter depois de ano
153,153,PelotonHolder,If fund manager is up 454% since 2014 and underperforms for 1 quarter people forget about the success and lean on the setback. $ARKK,2021-05-06 01:38:18+00:00,26802,65,28,901,fund manager since underperform quarter people forget success lean setback arkk
154,154,saxena_puru,"1/2) A number of institutional grade growth stocks have broken down badly + taken out their 40wk EMAs and completed massive H&amp;S topping patterns. 

$COUP $FSLY $TDOC $ZM

Others also making lower highs.

$ARKK bang on 200-day EMA, if this level gives way, things could get ugly!",2021-05-05 22:15:52+00:00,221711,32,16,372,number institutional grade growth stock break badly take 40wk emas complete massive h amp top pattern coup fsly tdoc zm others also make low high arkk bang day ema level give way thing could get ugly
155,155,chigrl,interesting ...$ARKK closed below the 200 day today,2021-05-05 20:32:30+00:00,168560,43,20,332,interest arkk close day today
156,156,TaviCosta,"$ARKK just broke a key support on the weekly chart. 

It also dropped below its 200dma.
The ETF is already down 29% from its peak.

Software stocks also seem to have peaked back in February.

Market leaders are rolling over.
Not a bullish sign for the overall equity market. https://t.co/rHgNcwEhfV",2021-05-05 20:14:13+00:00,94468,21,78,385,arkk break key support weekly chart also drop 200dma etf already peak software stock also seem peak back february market leader roll bullish sign overall equity market
157,157,markminervini,"On the heels of a distribution day yesterday, so far it's been a piss poor rally attempt from the NASDAQ and even $QQQ, $ARKK. The Dow and cyclical breakouts are leading and making headlines while much of the broader market is still in a consolidation that started in February.",2021-05-05 18:07:30+00:00,315565,15,30,486,heel distribution day yesterday far piss poor rally attempt nasdaq even qqq arkk dow cyclical breakout lead make headline much broad market still consolidation start february
158,158,saxena_puru,"$ARKK - critical juncture 

- Price testing 40wk ema + Fib support level
- Rallies since early March rejected at 10wk ema
- If current support cracks, we could see quick decline

Disclosure - I'm short (portfolio hedge) https://t.co/G4SFChDSAa",2021-05-05 13:45:59+00:00,221711,33,26,289,arkk critical juncture price test 40wk ema fib support level rally since early march reject 10wk ema current support crack could see quick decline disclosure short portfolio hedge
159,159,carlquintanilla,"ORANGE LINE: $ARKK 

BLUE LINE: Goldman's Non-Profitable Tech Index

(h/t @JulianMI2)
https://t.co/f9rXet2JWF",2021-05-05 13:40:14+00:00,316039,20,103,524,orange line arkk blue line goldman non profitable tech index h
160,160,jam_croissant,"As I’ve emphasized, there have been lots of ⚠️ signs. Rates/NDX/IWM/ARKK name convexity on our portfolios has kicked in... I think we all know what happens when Yellen and Powell take the 🍌 away from Gary... especially after being accustomed to having surplus for so long... https://t.co/CPC3X4yyH3",2021-05-04 15:24:24+00:00,61143,22,26,206,emphasize lot sign rate ndx iwm arkk name convexity portfolio kick think know happen yellen powell take away gary especially accustom surplus long
161,161,charliebilello,"ARK Innovation ETF breaks below its 200-day moving average for the first time since last April, down 10% YTD. $ARKK

Charting via @ycharts https://t.co/FXU4riXZis",2021-05-04 14:07:47+00:00,311980,17,53,240,innovation etf break day move average first time since last april ytd arkk chart via
162,162,WOLF_Financial,"Which portfolio would you choose for 5 years? Why?

A.
$AAPL
$TWTR
$PLTR
$ARKK

B.
$AMZN
$PINS
$SE
$QQQJ

C. 
$FB
$FUTU
$SQ
$VOO",2021-05-01 14:46:24+00:00,25342,272,40,308,portfolio would choose year aapl twtr pltr arkk b amzn pin se qqqj c fb futu sq voo
163,163,saxena_puru,"1) Portfolio update Apr-end -

$ADYEY $AFTPY $AGC $CPNG $CRWD $CURI $DKNG $DOCU $GHVI $IPOE $MELI $OPEN $OZON $PATH $PINS $PLTR $ROKU $RTP $SE $SHOP $SFTW $SKLZ $SNAP $SNOW $TWLO $UPST

Portfolio is currently hedged 

Short $ARKK 

Contd...",2021-04-30 23:10:13+00:00,221711,102,115,1353,portfolio update apr end adyey aftpy agc cpng crwd curi dkng docu ghvi ipoe meli open ozon path pin pltr roku rtp se shop sftw sklz snap snow twlo upst portfolio currently hedge short arkk contd
164,164,saxena_puru,"$ARKK - Trend change ⬇️ 

Based on my trend following indicators, both the short-term and primary trends have now flipped to DOWN",2021-04-30 11:41:01+00:00,221711,44,14,464,arkk trend change base trend follow indicator short term primary trend flip
165,165,squawksquare,Cathie Wood Loads Up $34.5M Worth Of $TSLA As Shares Retreat Post Q1 Earnings Report | Benzinga $TSLA $ARKK $API https://t.co/4Y76gfxxKo via @benzinga,2021-04-29 12:20:00+00:00,25741,15,28,209,cathie wood load 5m worth tsla share retreat post q1 earn report benzinga tsla arkk api via
166,166,quantian1,lmao people just cannot get enough of their ARKK puts https://t.co/iStUmWtT9g,2021-04-27 18:39:30+00:00,47065,25,13,305,lmao people cannot get enough arkk put
167,167,BusinessFamous,"When your investing strategy is to copy $ARKK’s daily buys and sells, which are available for free on their website everyday...

 https://t.co/JH5CLsmkMg",2021-04-25 18:42:01+00:00,34346,27,37,336,invest strategy copy arkk daily buy sell available free website everyday
168,168,HeroDividend,"E-commerce💰

$SHOP
$ETSY
$OZON
$MELI

Social Media💰

$PINS
$SNAP
$TWTR
$FB

Cybersecurity💰

$FTNT
$CRWD
$INTZ
$NET

Electric Vehicles💰

$CCIV
$TSLA
$NIO
$FSR

Dividends💰

$DLR
$O
$JNJ
$ABBV

Industrials💰

$CAT
$HON
$DE
$ROK

ETFs💰

$ARKK
$QQQJ
$BETZ
$VTI

So many options!",2021-04-23 15:46:06+00:00,31699,17,66,364,e commerce shop etsy ozon meli social medium pin snap twtr fb cybersecurity ftnt crwd intz net electric vehicle cciv tsla nio fsr dividend dlr jnj abbv industrials cat hon de rok etf arkk qqqj betz vti many option
169,169,TommyThornton,$ARKK sold $160m worth of $TSLA yesterday or 4%.  They have sold 7% in the last 7 days and 13% in the last 30 days.  Gamma squeezed higher while shares are sold.  Seems legit,2021-04-22 13:45:23+00:00,54701,22,39,268,arkk sell 160m worth tsla yesterday sell last day last day gamma squeeze high share sell seem legit
170,170,AbdullahMashat,"للمهتمين بصناعات المستقبل—هذه بعض صناديق الـETF المتخصصة والتي تستثمر في كامل القطاع:

تطور علم الجينوم $ARKG
الطاقة النظيفة $ICLN
Al الذكاء الاصطناعي $ARKQ
القيادة الذاتية للسيارات $DRIV
التقنية المالية/فنتك $ARKF
الالعاب الالكترونية $GAMR
بلوكتشين $BLOK
صناعات المستقبل $ARKK https://t.co/4cEXCHjUzT",2021-04-20 12:35:04+00:00,183471,19,135,1528,للمهتمين بصناعات المستقبل هذه بعض صناديق الـetf المتخصصة والتي تستثمر في كامل القطاع تطور علم الجينوم arkg الطاقة النظيفة icln al الذكاء الاصطناعي arkq القيادة الذاتية للسيارات driv التقنية المالية فنتك arkf الالعاب الالكترونية gamr بلوكتشين blok صناعات المستقبل arkk
171,171,UncommonYield,"I love stocks, but the base of my investing is broad index funds

Foundational ETFs
$VTI - US Large Cap
$VO - US Mid Cap
$VB - US Small Cap
$VXUS - International
$VWO - Emerging Markets 
$VNQ - US Real Estate
$VNQI - International Real Estate
$GLDM - Gold
$ARKK - Growth",2021-04-20 12:06:23+00:00,12295,13,29,204,love stock base invest broad index fund foundational etf vti u large cap vo u mid cap vb u small cap vxus international vwo emerge market vnq u real estate vnqi international real estate gldm gold arkk growth
172,172,saxena_puru,"Posting this chart to show why I got hedged today -

$ARKK Price on shaded pink area AND dashed line crossed below the black line 

When dashed line crosses above black line, my hedges will come off. Simple as that, no guesswork. https://t.co/7MBdUtM20J",2021-04-19 22:54:22+00:00,221711,32,15,212,post chart show get hedge today arkk price shade pink area dash line cross black line dash line cross black line hedge come simple guesswork
173,173,garyblack00,"This is pure BS. ARK has always sold $TSLA down when TSLA exceeds 10% of the fund, and adds TSLA when it’s below 10% of the fund.  After last week’s +9.3% move from $677 to $740, $TSLA was 11.0% of $ARKK as of Friday 4/16. One would expect ARKK to sell some. https://t.co/b0oUYnrMa2 https://t.co/3HCA8tgmK6",2021-04-19 15:26:19+00:00,85534,23,22,423,pure b always sell tsla tsla exceed fund add tsla fund last week move tsla arkk friday one would expect arkk sell
174,174,JulianMI2,"#TSLA has all the elements of a classic bubble and if we have failed at the neckline ($780-800) we are now in the ""bust"" phase. PS This is still by a factor of X2 the largest holding of #ARKK and #ARKQ . So along with her crypto holding it could be a rough week. https://t.co/RjXdUmW55B",2021-04-19 15:16:44+00:00,45125,14,44,241,element classic bubble fail neckline bust phase p still factor x2 large hold along crypto hold could rough week
175,175,saxena_puru,"$ARKK short-term trend has flipped to DOWN today and according to my trend filter, its primary trend remains DOWN - so my portfolio is now hedged. 

This is *not* a market call - when the short-term trend flips to UP, I'll remove the hedges.",2021-04-19 15:11:39+00:00,221711,46,11,524,arkk short term trend flip today accord trend filter primary trend remain portfolio hedge market call short term trend flip remove hedge
176,176,Investingcom,"*ARK buys another $64 million in Coinbase shares, sells $99.5 million of Tesla shares - https://t.co/XJ4nLuP90K 

$ARKK $COIN $TSLA https://t.co/2O1GzyOoQq",2021-04-17 15:30:00+00:00,599427,12,48,216,buy another million coinbase share sell million tesla share arkk coin tsla
177,177,garyblack00,"ARK tries to keep $TSLA at 10%. When it goes above 10%, they usually sell some; when it falls below 10%, they add. It’s portfolio discipline. TSLA went up 9% this week so one would expect them to sell some.  Even with yesterday’s sales, $TSLA is still 10.5% of $ARKK and $ARKW. https://t.co/N9mjyoOINZ",2021-04-17 11:31:11+00:00,85534,25,35,541,try keep tsla go usually sell fall add portfolio discipline tsla go week one would expect sell even yesterday sale tsla still arkk arkw
178,178,garyblack00,"ARK added more $COIN to $ARKK (+.36 bp, now 1.01%), $ARKW (+0.12 bp, now 0.78%) and $ARKF (+0.25 bp, now 0.91%) yesterday, but left $TSLA unch’d at 10.8% in ARKK and ARKW.  This should allay any concerns ARK might further reduce TSLA’s position as it builds its COIN position. https://t.co/uZTzF7drQy",2021-04-16 11:00:07+00:00,85534,12,10,221,add coin arkk bp arkw bp arkf bp yesterday leave tsla unch arkk arkw allay concern might reduce tsla position build coin position
179,179,draecomino,"Best way to get exposure to innovation $ARKK
Best way to get exposure to crypto $DPI $MVI $FLI",2021-04-15 19:22:26+00:00,91558,20,40,287,best way get exposure innovation arkk best way get exposure crypto dpi mvi fli
